marker_kind,suggested_hammer_use,tile_id,grid_x,grid_y,hammer_x,hammer_y,hammer_z_hint,source_world_x,source_world_y,zone,terrain,elevation_level,walkable,buildable,primary_entity_type,primary_entity_id,spawn_group,boss_arena,point_of_interest,road,hazard,suggested_action
reference,editor reference marker,AU28,46,27,-2240,4672,384,-4480,9344,frost_north,mountain,2,0,0,,,,,ancient_ruins,,,Reference only.
reference,editor reference marker,AV28,47,27,-2112,4672,384,-4224,9344,frost_north,mountain,2,0,0,,,,,ancient_ruins,,,Reference only.
reference,editor reference marker,AW28,48,27,-1984,4672,384,-3968,9344,frost_north,mountain,2,0,0,,,,,ancient_ruins,,,Reference only.
reference,editor reference marker,AX28,49,27,-1856,4672,384,-3712,9344,frost_north,mountain,2,0,0,,,,,ancient_ruins,,,Reference only.
reference,editor reference marker,AY28,50,27,-1728,4672,384,-3456,9344,frost_north,mountain,2,0,0,,,,,ancient_ruins,,,Reference only.
reference,editor reference marker,AZ28,51,27,-1600,4672,384,-3200,9344,frost_north,mountain,2,0,0,,,,,ancient_ruins,,,Reference only.
hazard,trigger volume,CK28,88,27,3136,4672,256,6272,9344,frost_north,cliff,1,0,0,,,,,,,rockfall_trigger,Author as a gameplay trigger or scripted hazard zone.
reference,editor reference marker,CN28,91,27,3520,4672,256,7040,9344,frost_north,grass,1,1,1,tree,,,,,,,Reference only.
road_guide,trail guide point,CW28,100,27,4672,4672,128,9344,9344,frost_north,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,CX28,101,27,4800,4672,256,9600,9344,frost_north,cliff,1,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
wildlife_spawner,spawn controller marker,DH28,111,27,6080,4672,128,12160,9344,frost_north,forest,0,1,1,animal_spawner,wolf_pack,hostile_pack,,,,,"Use as a spawn-zone source, not a thinker per marker."
wildlife_spawner,spawn controller marker,DI28,112,27,6208,4672,128,12416,9344,frost_north,forest,0,1,1,animal_spawner,bear_den,hostile_elite,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,DK28,114,27,6464,4672,128,12928,9344,frost_north,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DO28,118,27,6976,4672,128,13952,9344,frost_north,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DQ28,120,27,7232,4672,128,14464,9344,frost_north,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,F29,5,28,-7488,4544,128,-14976,9088,frost_north,forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,G29,6,28,-7360,4544,128,-14720,9088,frost_north,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,H29,7,28,-7232,4544,128,-14464,9088,frost_north,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,N29,13,28,-6464,4544,128,-12928,9088,frost_north,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,R29,17,28,-5952,4544,128,-11904,9088,frost_north,grass,0,1,1,tree,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,AA29,26,28,-4800,4544,128,-9600,9088,frost_north,grass,0,1,1,animal_spawner,rabbit_warren,passive_small,,,,,"Use as a spawn-zone source, not a thinker per marker."
road_guide,trail guide point,AC29,28,28,-4544,4544,256,-9088,9088,frost_north,cliff,1,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,AU29,46,28,-2240,4544,384,-4480,9088,frost_north,mountain,2,0,0,,,,,ancient_ruins,,,Reference only.
reference,editor reference marker,AV29,47,28,-2112,4544,384,-4224,9088,frost_north,mountain,2,0,0,,,,,ancient_ruins,,,Reference only.
reference,editor reference marker,AW29,48,28,-1984,4544,384,-3968,9088,frost_north,mountain,2,0,0,,,,,ancient_ruins,,,Reference only.
reference,editor reference marker,AX29,49,28,-1856,4544,128,-3712,9088,frost_north,shore,0,1,0,,,,,ancient_ruins,,,Reference only.
reference,editor reference marker,AY29,50,28,-1728,4544,128,-3456,9088,frost_north,shore,0,1,0,,,,,ancient_ruins,,,Reference only.
road_guide,trail guide point,CV29,99,28,4544,4544,128,9088,9088,frost_north,grass,0,1,1,forage_node,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,CW29,100,28,4672,4544,128,9344,9088,frost_north,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,DI29,112,28,6208,4544,128,12416,9088,frost_north,forest,0,1,1,forage_node,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,H30,7,29,-7232,4416,128,-14464,8832,frost_north,forest,0,1,1,animal_spawner,bear_den,hostile_elite,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,N30,13,29,-6464,4416,128,-12928,8832,frost_north,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,P30,15,29,-6208,4416,128,-12416,8832,frost_north,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,U30,20,29,-5568,4416,128,-11136,8832,frost_north,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AL30,37,29,-3392,4416,128,-6784,8832,frost_north,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CT30,97,29,4288,4416,128,8576,8832,frost_north,grass,0,1,1,tree,,,,,,,Reference only.
road_guide,trail guide point,CU30,98,29,4416,4416,128,8832,8832,frost_north,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,CV30,99,29,4544,4416,128,9088,8832,frost_north,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
wildlife_spawner,spawn controller marker,DI30,112,29,6208,4416,128,12416,8832,frost_north,grass,0,1,1,animal_spawner,deer_herd,passive_large,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,DK30,114,29,6464,4416,128,12928,8832,frost_north,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,DQ30,120,29,7232,4416,128,14464,8832,frost_north,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,DS30,122,29,7488,4416,128,14976,8832,frost_north,grass,0,1,1,tree,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,I31,8,30,-7104,4288,128,-14208,8576,frost_north,forest,0,1,1,animal_spawner,rabbit_warren,passive_small,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,K31,10,30,-6848,4288,128,-13696,8576,frost_north,forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,N31,13,30,-6464,4288,128,-12928,8576,frost_north,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,O31,14,30,-6336,4288,128,-12672,8576,frost_north,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,S31,18,30,-5824,4288,128,-11648,8576,frost_north,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,AN31,39,30,-3136,4288,128,-6272,8576,frost_north,forest,0,1,1,tree,,,,,,,Reference only.
hazard,trigger volume,BO31,66,30,320,4288,384,640,8576,frost_north,mountain,2,0,0,,,,,,,rockfall_trigger,Author as a gameplay trigger or scripted hazard zone.
reference,editor reference marker,CL31,89,30,3264,4288,128,6528,8576,frost_north,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CR31,95,30,4032,4288,128,8064,8576,frost_north,grass,0,1,1,tree,,,,,,,Reference only.
road_guide,trail guide point,CT31,97,30,4288,4288,128,8576,8576,frost_north,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,CU31,98,30,4416,4288,128,8832,8576,frost_north,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,DK31,114,30,6464,4288,128,12928,8576,frost_north,grass,0,1,1,tree,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,E32,4,31,-7616,4160,0,-15232,8320,frost_north,shallow_water,-1,1,0,animal_spawner,bear_den,hostile_elite,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,F32,5,31,-7488,4160,128,-14976,8320,frost_north,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,I32,8,31,-7104,4160,128,-14208,8320,frost_north,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,L32,11,31,-6720,4160,128,-13440,8320,frost_north,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,M32,12,31,-6592,4160,128,-13184,8320,frost_north,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,Q32,16,31,-6080,4160,128,-12160,8320,frost_north,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,X32,23,31,-5184,4160,128,-10368,8320,frost_north,grass,0,1,1,tree,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,AS32,44,31,-2496,4160,0,-4992,8320,frost_north,shallow_water,-1,1,0,animal_spawner,rabbit_warren,passive_small,,,,,"Use as a spawn-zone source, not a thinker per marker."
road_guide,trail guide point,CS32,96,31,4160,4160,128,8320,8320,frost_north,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,CT32,97,31,4288,4160,128,8576,8320,frost_north,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,CU32,98,31,4416,4160,128,8832,8320,frost_north,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,CV32,99,31,4544,4160,128,9088,8320,frost_north,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DO32,118,31,6976,4160,128,13952,8320,frost_north,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DR32,121,31,7360,4160,128,14720,8320,frost_north,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DS32,122,31,7488,4160,128,14976,8320,frost_north,grass,0,1,1,forage_node,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,DT32,123,31,7616,4160,0,15232,8320,frost_north,shallow_water,-1,1,0,animal_spawner,deer_herd,passive_large,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,I33,8,32,-7104,4032,128,-14208,8064,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,M33,12,32,-6592,4032,128,-13184,8064,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,S33,18,32,-5824,4032,128,-11648,8064,western_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AK33,36,32,-3520,4032,128,-7040,8064,heartland,forest,0,1,1,tree,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,CK33,88,32,3136,4032,128,6272,8064,heartland,grass,0,1,1,animal_spawner,rabbit_warren,passive_small,,,,,"Use as a spawn-zone source, not a thinker per marker."
road_guide,trail guide point,CR33,95,32,4032,4032,128,8064,8064,eastern_highlands,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,CS33,96,32,4160,4032,128,8320,8064,eastern_highlands,grass,0,1,1,tree,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,DK33,114,32,6464,4032,128,12928,8064,eastern_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DP33,119,32,7104,4032,128,14208,8064,eastern_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,F34,5,33,-7488,3904,128,-14976,7808,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,H34,7,33,-7232,3904,128,-14464,7808,western_highlands,forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,M34,12,33,-6592,3904,128,-13184,7808,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,Q34,16,33,-6080,3904,128,-12160,7808,western_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,U34,20,33,-5568,3904,128,-11136,7808,western_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,X34,23,33,-5184,3904,128,-10368,7808,western_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AL34,37,33,-3392,3904,128,-6784,7808,heartland,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CN34,91,33,3520,3904,128,7040,7808,heartland,grass,0,1,1,forage_node,,,,,,,Reference only.
road_guide,trail guide point,CQ34,94,33,3904,3904,128,7808,7808,eastern_highlands,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,CR34,95,33,4032,3904,128,8064,7808,eastern_highlands,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
cave_entrance,cave entrance prefab,DF34,109,33,5824,3904,256,11648,7808,eastern_highlands,cliff,1,1,0,cave_entrance,cave_109_33,,,,,,"Decide real entrance, mine entrance, quest lock, or decorative cave."
reference,editor reference marker,DH34,111,33,6080,3904,128,12160,7808,eastern_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DJ34,113,33,6336,3904,128,12672,7808,eastern_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DO34,118,33,6976,3904,128,13952,7808,eastern_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DS34,122,33,7488,3904,128,14976,7808,eastern_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,G35,6,34,-7360,3776,128,-14720,7552,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,I35,8,34,-7104,3776,128,-14208,7552,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,J35,9,34,-6976,3776,128,-13952,7552,western_highlands,forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,M35,12,34,-6592,3776,128,-13184,7552,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,T35,19,34,-5696,3776,128,-11392,7552,western_highlands,grass,0,1,1,tree,,,,,,,Reference only.
road_guide,trail guide point,AI35,34,34,-3776,3776,256,-7552,7552,western_highlands,cliff,1,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
wildlife_spawner,spawn controller marker,BN35,65,34,192,3776,0,384,7552,heartland,shallow_water,-1,1,0,animal_spawner,rabbit_warren,passive_small,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,CL35,89,34,3264,3776,128,6528,7552,heartland,grass,0,1,1,tree,,,,,,,Reference only.
road_guide,trail guide point,CP35,93,34,3776,3776,128,7552,7552,heartland,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,CQ35,94,34,3904,3776,128,7808,7552,eastern_highlands,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,CT35,97,34,4288,3776,128,8576,7552,eastern_highlands,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,CW35,100,34,4672,3776,128,9344,7552,eastern_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DK35,114,34,6464,3776,128,12928,7552,eastern_highlands,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,G36,6,35,-7360,3648,128,-14720,7296,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,I36,8,35,-7104,3648,128,-14208,7296,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,K36,10,35,-6848,3648,128,-13696,7296,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,U36,20,35,-5568,3648,128,-11136,7296,western_highlands,grass,0,1,1,forage_node,,,,,,,Reference only.
road_guide,trail guide point,AJ36,35,35,-3648,3648,128,-7296,7296,heartland,shore,0,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,CG36,84,35,2624,3648,128,5248,7296,heartland,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CH36,85,35,2752,3648,128,5504,7296,heartland,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CM36,90,35,3392,3648,128,6784,7296,heartland,grass,0,1,1,tree,,,,,,,Reference only.
road_guide,trail guide point,CO36,92,35,3648,3648,128,7296,7296,heartland,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,CP36,93,35,3776,3648,128,7552,7296,heartland,grass,0,1,1,tree,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,CT36,97,35,4288,3648,128,8576,7296,eastern_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DN36,117,35,6848,3648,128,13696,7296,eastern_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DO36,118,35,6976,3648,128,13952,7296,eastern_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DQ36,120,35,7232,3648,128,14464,7296,eastern_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DS36,122,35,7488,3648,128,14976,7296,eastern_highlands,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,F37,5,36,-7488,3520,128,-14976,7040,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,I37,8,36,-7104,3520,128,-14208,7040,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,L37,11,36,-6720,3520,128,-13440,7040,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,O37,14,36,-6336,3520,128,-12672,7040,western_highlands,grass,0,1,1,animal_spawner,rabbit_warren,passive_small,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,P37,15,36,-6208,3520,128,-12416,7040,western_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,T37,19,36,-5696,3520,128,-11392,7040,western_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,W37,22,36,-5312,3520,128,-10624,7040,western_highlands,grass,0,1,1,forage_node,,,,,,,Reference only.
road_guide,trail guide point,AK37,36,36,-3520,3520,0,-7040,7040,heartland,shallow_water,-1,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,AT37,45,36,-2368,3520,128,-4736,7040,heartland,forest,0,1,1,tree,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,BM37,64,36,64,3520,0,128,7040,heartland,shallow_water,-1,1,0,animal_spawner,rabbit_warren,passive_small,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,CG37,84,36,2624,3520,128,5248,7040,heartland,forest,0,1,1,tree,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,CK37,88,36,3136,3520,128,6272,7040,heartland,grass,0,1,1,animal_spawner,deer_herd,passive_large,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,CM37,90,36,3392,3520,128,6784,7040,heartland,grass,0,1,1,tree,,,,,,,Reference only.
road_guide,trail guide point,CN37,91,36,3520,3520,128,7040,7040,heartland,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,CO37,92,36,3648,3520,128,7296,7040,heartland,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,CR37,95,36,4032,3520,128,8064,7040,eastern_highlands,grass,0,1,1,tree,,,,,,,Reference only.
cave_entrance,cave entrance prefab,CX37,101,36,4800,3520,256,9600,7040,eastern_highlands,cliff,1,1,0,cave_entrance,cave_101_36,,,,,,"Decide real entrance, mine entrance, quest lock, or decorative cave."
reference,editor reference marker,DO37,118,36,6976,3520,128,13952,7040,eastern_highlands,grass,0,1,1,tree,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,DT37,123,36,7616,3520,0,15232,7040,eastern_highlands,shallow_water,-1,1,0,animal_spawner,deer_herd,passive_large,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,F38,5,37,-7488,3392,128,-14976,6784,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,T38,19,37,-5696,3392,128,-11392,6784,western_highlands,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,AR38,43,37,-2624,3392,128,-5248,6784,heartland,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AT38,45,37,-2368,3392,128,-4736,6784,heartland,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AU38,46,37,-2240,3392,128,-4480,6784,heartland,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AW38,48,37,-1984,3392,128,-3968,6784,heartland,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CD38,81,37,2240,3392,128,4480,6784,heartland,forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,CH38,85,37,2752,3392,128,5504,6784,heartland,forest,0,1,1,forage_node,,,,,,,Reference only.
road_guide,trail guide point,CM38,90,37,3392,3392,128,6784,6784,heartland,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,CN38,91,37,3520,3392,128,7040,6784,heartland,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,DK38,114,37,6464,3392,128,12928,6784,eastern_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DR38,121,37,7360,3392,128,14720,6784,eastern_highlands,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,K39,10,38,-6848,3264,128,-13696,6528,western_highlands,forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,L39,11,38,-6720,3264,128,-13440,6528,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,M39,12,38,-6592,3264,128,-13184,6528,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,N39,13,38,-6464,3264,128,-12928,6528,western_highlands,forest,0,1,1,forage_node,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,V39,21,38,-5440,3264,128,-10880,6528,western_highlands,grass,0,1,1,animal_spawner,deer_herd,passive_large,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,X39,23,38,-5184,3264,128,-10368,6528,western_highlands,grass,0,1,1,tree,,,,,,,Reference only.
road_guide,trail guide point,AM39,38,38,-3264,3264,128,-6528,6528,heartland,shore,0,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,AP39,41,38,-2880,3264,128,-5760,6528,heartland,dense_forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,AQ39,42,38,-2752,3264,128,-5504,6528,heartland,dense_forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,AU39,46,38,-2240,3264,128,-4480,6528,heartland,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AW39,48,38,-1984,3264,128,-3968,6528,heartland,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AX39,49,38,-1856,3264,128,-3712,6528,heartland,forest,0,1,1,tree,,,,,,,Reference only.
hazard,trigger volume,BJ39,61,38,-320,3264,256,-640,6528,heartland,cliff,1,0,0,,,,,,,rockfall_trigger,Author as a gameplay trigger or scripted hazard zone.
reference,editor reference marker,CA39,78,38,1856,3264,128,3712,6528,heartland,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CC39,80,38,2112,3264,128,4224,6528,heartland,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CE39,82,38,2368,3264,128,4736,6528,heartland,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CF39,83,38,2496,3264,128,4992,6528,heartland,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CH39,85,38,2752,3264,128,5504,6528,heartland,forest,0,1,1,tree,,,,,,,Reference only.
road_guide,trail guide point,CL39,89,38,3264,3264,128,6528,6528,heartland,grass,0,1,1,tree,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,CM39,90,38,3392,3264,128,6784,6528,heartland,grass,0,1,1,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,CO39,92,38,3648,3264,128,7296,6528,heartland,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DK39,114,38,6464,3264,128,12928,6528,eastern_highlands,grass,0,1,1,forage_node,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,DR39,121,38,7360,3264,128,14720,6528,eastern_highlands,grass,0,1,1,animal_spawner,deer_herd,passive_large,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,I40,8,39,-7104,3136,128,-14208,6272,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,J40,9,39,-6976,3136,128,-13952,6272,western_highlands,forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,L40,11,39,-6720,3136,128,-13440,6272,western_highlands,forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,M40,12,39,-6592,3136,128,-13184,6272,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,W40,22,39,-5312,3136,128,-10624,6272,western_highlands,grass,0,1,1,tree,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,AE40,30,39,-4288,3136,0,-8576,6272,western_highlands,shallow_water,-1,1,0,animal_spawner,rabbit_warren,passive_small,,,,,"Use as a spawn-zone source, not a thinker per marker."
road_guide,trail guide point,AN40,39,39,-3136,3136,128,-6272,6272,heartland,grass,0,1,1,tree,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,AO40,40,39,-3008,3136,128,-6016,6272,heartland,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AQ40,42,39,-2752,3136,128,-5504,6272,heartland,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AT40,45,39,-2368,3136,128,-4736,6272,heartland,dense_forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,AX40,49,39,-1856,3136,128,-3712,6272,heartland,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AZ40,51,39,-1600,3136,128,-3200,6272,heartland,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,BZ40,77,39,1728,3136,128,3456,6272,heartland,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CB40,79,39,1984,3136,128,3968,6272,heartland,dense_forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CC40,80,39,2112,3136,128,4224,6272,heartland,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CD40,81,39,2240,3136,128,4480,6272,heartland,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CH40,85,39,2752,3136,128,5504,6272,heartland,forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,CJ40,87,39,3008,3136,128,6016,6272,heartland,grass,0,1,1,tree,,,,watchtower_ruins,,,Reference only.
road_guide,trail guide point,CK40,88,39,3136,3136,128,6272,6272,heartland,grass,0,1,1,,,,,watchtower_ruins,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
